Time,CTE
1733188669.9810503,-0.021362876254180634
1733188670.1302528,-0.017316053511705717
1733188670.277512,-0.02074414715719058
1733188670.416357,-0.017516722408026767
1733188670.5620217,-0.015928093645485007
1733188670.7019837,-0.017449832775919702
1733188670.8388362,-0.017834448160535175
1733188670.978991,-0.020133779264213985
1733188671.105401,-0.020869565217391254
1733188671.2426462,-0.023812709030100337
1733188671.37508,-0.026404682274247478
1733188671.5127227,-0.028812709030100338
1733188671.6474867,-0.031429765886287556
1733188671.7815213,-0.03554347826086954
1733188671.9099073,-0.038252508361204036
1733188672.0464272,-0.04272575250836127
1733188672.176312,-0.04603678929765891
1733188672.3060951,-0.050117056856187364
1733188672.4445646,-0.048369565217391254
1733188672.5812316,-0.05380434782608703
1733188672.7172165,-0.062341137123745796
1733188672.8509476,-0.07408862876254176
1733188672.9944909,-0.0844397993311037
1733188673.1272845,-0.09547658862876247
1733188673.2516577,-0.09766722408026751
1733188673.3886626,-0.09704849498327761
1733188673.5244722,-0.09588628762541802
1733188673.654008,-0.0948996655518394
1733188673.7877383,-0.09442307692307693
1733188673.9208255,-0.09538461538461533
1733188674.0537877,-0.09846989966555185
1733188674.186181,-0.10349498327759193
1733188674.321067,-0.11117056856187289
1733188674.4529788,-0.11399665551839462
1733188674.5935526,-0.10391304347826093
1733188674.738143,-0.09280100334448164
1733188674.877763,-0.08113712374581937
1733188675.011792,-0.07009197324414713
1733188675.1489933,-0.05960702341137122
1733188675.286769,-0.04949832775919731
1733188675.4239902,-0.040576923076923066
1733188675.5630856,-0.032182274247491593
1733188675.701288,-0.02476588628762542
1733188675.8360403,-0.018010033444816
1733188675.9767148,-0.011630434782608745
1733188676.1129959,-0.005986622073578616
1733188676.2495747,-0.0005100334448160026
1733188676.3891928,0.004347826086956559
1733188676.5224044,0.008653846153846132
1733188676.6584692,0.012817725752508408
1733188676.798577,0.016137123745819368
1733188676.9284523,0.019155518394648824
1733188677.060763,0.02194816053511701
1733188677.1968615,0.024289297658862806
1733188677.3322,0.026387959866220712
1733188677.4680443,0.028043478260869534
1733188677.606498,0.029607023411371215
1733188677.73856,0.030710702341137194
1733188677.8744164,0.031839464882943105
1733188678.0106034,0.032541806020066844
1733188678.1520967,0.03276755852842811
1733188678.2918735,0.033093645484949835
1733188678.4313335,0.03318561872909697
1733188678.5738826,0.03282608695652172
1733188678.717109,0.03253344481605353
1733188678.8593576,0.031889632107023405
1733188678.9947221,0.031045150501672225
1733188679.135301,0.030158862876254203
1733188679.2780204,0.028988294314381307
1733188679.4206514,0.027859531772575254
1733188679.5721452,0.02629598662207357
1733188679.72009,0.02461538461538467
1733188679.8560827,0.023202341137123737
1733188679.9989238,0.021655518394648823
1733188680.1382713,0.020242474916387893
1733188680.2919097,0.018837792642140413
1733188680.445502,0.017566889632107063
1733188680.6019807,0.016337792642140414
1733188680.7428849,0.015250836120401345
1733188680.8881311,0.014205685618729121
1733188681.0439231,0.013403010033444787
1733188681.197098,0.01191471571906348
1733188681.3419678,0.01188127090301009
1733188681.489202,0.010518394648829456
1733188681.6337078,0.009481605351170543
1733188681.7823853,0.009464882943143777
1733188681.9318018,0.008536789297658913
1733188682.07229,0.007508361204013312
1733188682.2226536,0.0071488294314380595
1733188682.3775425,0.0069481605351170116
1733188682.527458,0.006546822742474916
1733188682.6704595,0.005953177257525084
1733188682.8143415,0.005426421404682315
1733188682.9502478,0.005075250836120375
1733188683.1019788,0.004698996655518357
1733188683.2464051,0.0043645484949833245
1733188683.3947606,0.003979933110367853
1733188683.5326746,0.003662207357859586
1733188683.6788497,0.0033862876254180207
1733188683.8321335,0.0031187290969899094
1733188683.9783256,0.0028428093645484864
1733188684.1215084,0.0025668896321070635
1733188684.2863164,0.0022909698996654983
1733188684.4376884,0.0020317725752508407
1733188684.5862596,0.0017976588628762613
1733188684.7439444,0.0015969899665552135
1733188684.8864791,0.001429765886287555
1733188685.0361185,0.0013294314381271021
1733188685.1729887,0.0012040133779264294
1733188685.314486,0.0011036789297658345
1733188685.4562018,0.0010200668896321475
1733188685.5965292,0.0009448160535117722
1733188685.7404468,0.0008779264214047089
1733188685.888902,0.0007525083612040362
1733188686.032195,0.0007190635451505045
1733188686.1767287,0.0005685618729097541
1733188686.321433,0.0005016722408026908
1733188686.4573112,0.0004180602006688616
1733188686.6114752,0.0002926421404681889
1733188686.7572153,0.0002675585284281112
1733188686.9077442,0.00020066889632104788
1733188687.0480895,0.00015050167224075039
1733188687.1919944,0.00011705685618736084
1733188687.3370697,0.000100334448160595
1733188687.485129,9.197324414714103e-05
1733188687.630973,7.525083612037519e-05
1733188687.7740386,7.525083612037519e-05
1733188687.9224026,5.852842809360936e-05
1733188688.0742526,5.852842809360936e-05
1733188688.2161443,6.688963210706334e-05
1733188688.361522,7.525083612037519e-05
1733188688.5051885,8.361204013382917e-05
1733188688.6503153,6.688963210706334e-05
1733188688.7997973,6.688963210706334e-05
1733188688.9407265,9.197324414714103e-05
1733188689.089165,0.00015050167224075039
1733188689.2415133,6.688963210706334e-05
1733188689.3846927,6.688963210706334e-05
1733188689.5331903,7.525083612037519e-05
1733188689.6726716,7.525083612037519e-05
1733188689.8149188,0.007006688963210763
1733188689.9574215,0.029690635451505045
1733188690.1045706,0.06954013377926416
1733188690.2641385,0.12481605351170572
1733188690.4252958,0.17607859531772577
1733188690.597472,0.0798996655518394
1733188690.7652457,-0.09809364548494984
1733188690.9363756,-0.10591973244147156
1733188691.1074963,-0.04222408026755858
1733188691.2757623,0.05263377926421398
1733188691.4408345,0.12878762541806027
1733188691.60127,0.014698996655518357
1733188691.7599776,0.0
1733188691.9038444,0.0
1733188692.0406709,0.0
1733188692.178988,0.0
1733188692.337861,0.0
1733188692.498278,0.0
1733188692.658817,0.0010785953177257568
1733188692.8266377,0.0022575250836121084
1733188692.9989903,0.0034782608695651616
1733188693.164278,0.001237458193979961
1733188693.3340843,0.14056856187290975
1733188693.5101926,0.15587792642140472
1733188693.6841276,0.09642976588628756
1733188693.8533216,-0.001429765886287555
1733188694.00985,-0.08111204013377929
1733188694.1713696,-0.14234949832775926
1733188694.3298235,-0.17319397993311042
1733188694.4791477,-0.1783277591973244
1733188694.6218917,-0.167633779264214
1733188694.7729385,-0.15059364548494983
1733188694.9302635,-0.1311705685618729
1733188695.0756133,-0.11264214046822744
1733188695.2285552,-0.09589464882943148
1733188695.3701205,-0.08349498327759193
1733188695.5212166,-0.07275919732441466
1733188695.6728044,-0.060777591973244116
1733188695.8167996,-0.052132107023411436
1733188695.9639132,-0.04732441471571903
1733188696.1168728,-0.039799331103678955
1733188696.2631943,-0.03347826086956516
1733188696.4113257,-0.028745819397993273
1733188696.5587573,-0.0238795986622074
1733188696.7009146,-0.018653846153846132
1733188696.844345,-0.015501672240802691
1733188696.9971795,-0.012290969899665499
1733188697.1436877,-0.007901337792642096
1733188697.285773,-0.006672240802675589
1733188697.433746,-0.005426421404682315
1733188697.5720847,-0.004983277591973234
1733188697.7256024,-0.005434782608695628
1733188697.8682215,-0.006714046822742432
1733188698.011023,-0.005292642140468189
1733188698.1586084,-0.008043478260869534
1733188698.3062174,-0.007650501672240751
1733188698.4434066,-0.006672240802675589
1733188698.5908754,-0.0057943143812708795
1733188698.7328866,-0.009456521739130466
1733188698.8732226,-0.009874581939799327
1733188699.0083761,-0.011337792642140415
1733188699.1533456,-0.011747491638795965
1733188699.3007646,-0.013486622073578616
1733188699.4448335,-0.011638795986622057
1733188699.5854585,-0.010886287625418021
1733188699.7251601,-0.007591973244147141
1733188699.8611264,-0.0080602006688963
1733188699.9984725,-0.013336120401337723
1733188700.1377807,-0.01058528428093652
1733188700.2752562,-0.007926421404682315
1733188700.414891,-0.010827759197324411
1733188700.5655878,-0.00961538461538467
