time,x,y,speed
1733187903.9767613,-41.19901657104492,-145.11502075195312,0.0
1733187903.9867756,-41.19901657104492,-145.11502075195312,0.0
1733187903.9965017,-41.19901657104492,-145.11502075195312,0.0
1733187904.0065627,-41.19901657104492,-145.11502075195312,0.0
1733187904.0167289,-41.19901657104492,-145.11502075195312,0.0
1733187904.0267415,-41.19901657104492,-145.11502075195312,0.0
1733187904.0368965,-41.19901657104492,-145.11502075195312,0.0
1733187904.0467706,-41.19901657104492,-145.11502075195312,0.0
1733187904.0568266,-41.19901657104492,-145.11502075195312,0.0
1733187904.0668454,-41.19901657104492,-145.11502075195312,0.0
1733187904.0767963,-41.19901657104492,-145.11502075195312,0.0
1733187904.0868087,-41.19901657104492,-145.11502075195312,0.0
1733187904.0968897,-41.19901657104492,-145.11502075195312,0.0
1733187904.1066504,-41.19901657104492,-145.11502075195312,0.0
1733187904.1167912,-41.19901657104492,-145.11502075195312,0.0
1733187904.1268394,-41.19901657104492,-145.11502075195312,0.0
1733187904.137428,-41.19901657104492,-145.11502075195312,0.0
1733187904.1467886,-41.19901657104492,-145.11502075195312,0.0
1733187904.156641,-41.19901657104492,-145.11502075195312,0.0
1733187904.1667051,-41.19901657104492,-145.11502075195312,0.0
1733187904.177021,-41.19901657104492,-145.11502075195312,0.0
1733187904.1875074,-41.19901657104492,-145.11502075195312,0.0
1733187904.196662,-41.19901657104492,-145.11502075195312,0.0
1733187904.2066548,-41.19901657104492,-145.11502075195312,0.0
1733187904.2167876,-41.198997497558594,-145.11502075195312,-0.00012363666610326618
1733187904.2267091,-41.198997497558594,-145.11502075195312,-0.00012363666610326618
1733187904.2367938,-41.198997497558594,-145.11502075195312,-0.00012363666610326618
1733187904.246618,-41.198997497558594,-145.11502075195312,-0.00012363666610326618
1733187904.2576792,-41.198997497558594,-145.11502075195312,-0.00012363666610326618
1733187904.2667227,-41.198997497558594,-145.11502075195312,-0.00012363666610326618
1733187904.2768304,-41.198997497558594,-145.11502075195312,-0.00012363666610326618
1733187904.2867782,-41.198997497558594,-145.11502075195312,-0.00012363666610326618
1733187904.2967498,-41.198997497558594,-145.11502075195312,-0.00012363666610326618
1733187904.3073661,-41.198997497558594,-145.11502075195312,-0.00012363666610326618
1733187904.3166683,-41.198997497558594,-145.11502075195312,-0.00012363666610326618
1733187904.3267448,-41.19899368286133,-145.11502075195312,-0.00026662557502277195
1733187904.336713,-41.19899368286133,-145.11502075195312,-0.00026662557502277195
1733187904.348598,-41.19899368286133,-145.11502075195312,-0.00026662557502277195
1733187904.3568366,-41.19899368286133,-145.11502075195312,-0.00026662557502277195
1733187904.3667216,-41.19899368286133,-145.11502075195312,-0.00026662557502277195
1733187904.3768601,-41.19899368286133,-145.11502075195312,-0.00026662557502277195
1733187904.3866467,-41.19899368286133,-145.11502075195312,-0.00026662557502277195
1733187904.4009721,-41.19899368286133,-145.11502075195312,-0.00026662557502277195
1733187904.4066572,-41.19899368286133,-145.11502075195312,-0.00026662557502277195
1733187904.4167764,-41.19899368286133,-145.11502075195312,-0.00026662557502277195
