Time,CTE
1733241174.0564342,-0.1667892976588628
1733241174.165272,-0.15378762541806026
1733241174.2706373,-0.13063545150501668
1733241174.3806062,-0.09950668896321076
1733241174.4898703,-0.06754180602006685
1733241174.599742,-0.040593645484949835
1733241174.707346,-0.020083612040133828
1733241174.8087678,-0.007784280936454877
1733241174.8999949,-0.0033193979933110996
1733241174.9950578,-0.0037541806020067268
1733241175.0849917,-0.005903010033444786
1733241175.1824486,-0.00785117056856194
1733241175.2691157,-0.010284280936454877
1733241175.357189,-0.014448160535117011
1733241175.449498,-0.016605351170568525
1733241175.5323975,-0.01540969899665555
1733241175.6195743,-0.013670568561872898
1733241175.702895,-0.011772575250836184
1733241175.7875857,-0.010518394648829456
1733241175.8765202,-0.011479933110367853
1733241175.968264,-0.010986622073578615
1733241176.0522478,-0.010510033444816002
1733241176.1357687,-0.010309364548494954
1733241176.2213027,-0.011948160535117013
1733241176.3087075,-0.011973244147157232
1733241176.3940642,-0.014874581939799326
1733241176.4779007,-0.01800167224080269
1733241176.5601275,-0.023068561872909753
1733241176.6416354,-0.02906354515050168
1733241176.7268882,-0.03714882943143806
1733241176.8093643,-0.03832775919732441
1733241176.89405,-0.036655518394648826
1733241176.9756215,-0.034331103678929796
1733241177.0568466,-0.03096989966555185
1733241177.1388037,-0.028904682274247476
1733241177.223496,-0.026245819397993274
1733241177.31048,-0.02300167224080269
1733241177.3910344,-0.021270903010033492
1733241177.475774,-0.017951505016722394
1733241177.5605779,-0.013996655518394619
1733241177.6407962,-0.009473244147157231
1733241177.7287395,-0.005543478260869534
1733241177.8094313,-0.0020568561872909186
1733241177.9053905,0.0024581939799331563
1733241177.991396,0.0070735785953176845
1733241178.0802221,0.012182274247491591
1733241178.1575189,0.01808528428093652
1733241178.2459235,0.025376254180602017
1733241178.328516,0.033093645484949835
1733241178.4137394,0.041229096989966504
1733241178.497038,0.04710702341137121
1733241178.5806696,0.052775919732441424
1733241178.6649334,0.055150501672240754
1733241178.7539175,0.05526755852842811
1733241178.8471818,0.052048494983277606
1733241178.9433863,0.05044314381270908
1733241179.0449362,0.0467307692307692
1733241179.1366286,0.04234113712374579
1733241179.236873,0.022926421404682314
1733241179.3328314,0.007449832775919703
1733241179.4257689,-0.0007190635451505045
1733241179.5146432,-0.0027257525083612677
1733241179.594216,-0.007984949832775924
1733241179.6781414,-0.010994983277591928
1733241179.765686,-0.015008361204013311
1733241179.8465266,-0.021630434782608746
1733241179.9293282,-0.028862876254180634
1733241180.0166495,-0.03908862876254176
1733241180.1014805,-0.04735785953177256
1733241180.182197,-0.044949832775919706
1733241180.2618718,-0.04255852842809361
1733241180.348254,-0.036137123745819365
1733241180.4388165,-0.0300501672240803
1733241180.5302207,-0.024790969899665498
1733241180.612629,-0.020811036789297646
1733241180.699455,-0.01655518394648823
1733241180.7844403,-0.011772575250836184
1733241180.8662596,-0.006847826086956559
1733241180.950652,-0.0005518394648829883
1733241181.035808,0.004506688963210763
1733241181.1168945,0.013093645484949831
1733241181.2012362,0.019423076923076935
1733241181.2885091,0.022859531772575253
1733241181.3758926,0.02676421404682273
1733241181.4629436,0.03196488294314378
1733241181.5453784,0.038929765886287555
1733241181.6270223,0.045602006688963144
1733241181.7110305,0.05578595317725757
