time,x,y,speed
1733241087.686539,-25.398710250854492,-69.82537841796875,8.8453950881958
1733241087.6965172,-25.398710250854492,-69.82537841796875,8.8453950881958
1733241087.7065103,-25.398710250854492,-69.82537841796875,8.8453950881958
1733241087.716541,-25.398710250854492,-69.82537841796875,8.8453950881958
1733241087.7265344,-25.398710250854492,-69.82537841796875,8.8453950881958
1733241087.7365217,-25.398710250854492,-69.82537841796875,8.8453950881958
1733241087.7464879,-25.398710250854492,-69.82537841796875,8.8453950881958
1733241087.756547,-25.398710250854492,-69.82537841796875,8.8453950881958
1733241087.7664907,-25.398710250854492,-69.82537841796875,8.8453950881958
1733241087.7765672,-25.398710250854492,-69.82537841796875,8.8453950881958
1733241087.7865245,-25.398710250854492,-69.82537841796875,8.8453950881958
1733241087.796516,-25.398710250854492,-69.82537841796875,8.8453950881958
1733241087.8064797,-25.398710250854492,-69.82537841796875,8.8453950881958
1733241087.8164809,-24.956939697265625,-69.82020568847656,8.830060005187988
1733241087.826535,-24.956939697265625,-69.82020568847656,8.830060005187988
1733241087.8364801,-24.956939697265625,-69.82020568847656,8.830060005187988
1733241087.8464983,-24.956939697265625,-69.82020568847656,8.830060005187988
1733241087.8565366,-24.956939697265625,-69.82020568847656,8.830060005187988
1733241087.8665137,-24.956939697265625,-69.82020568847656,8.830060005187988
1733241087.876537,-24.956939697265625,-69.82020568847656,8.830060005187988
1733241087.8864965,-24.956939697265625,-69.82020568847656,8.830060005187988
1733241087.8965216,-24.956939697265625,-69.82020568847656,8.830060005187988
1733241087.9064815,-24.956939697265625,-69.82020568847656,8.830060005187988
1733241087.9165294,-24.956939697265625,-69.82020568847656,8.830060005187988
1733241087.9265144,-24.956939697265625,-69.82020568847656,8.830060005187988
1733241087.936506,-24.956939697265625,-69.82020568847656,8.830060005187988
1733241087.946484,-24.956939697265625,-69.82020568847656,8.830060005187988
1733241087.9564831,-24.956939697265625,-69.82020568847656,8.830060005187988
1733241087.966533,-24.5159854888916,-69.8155517578125,8.812936782836914
1733241087.9764588,-24.5159854888916,-69.8155517578125,8.812936782836914
1733241087.9864867,-24.5159854888916,-69.8155517578125,8.812936782836914
1733241087.9965281,-24.5159854888916,-69.8155517578125,8.812936782836914
1733241088.0065048,-24.5159854888916,-69.8155517578125,8.812936782836914
1733241088.0164936,-24.5159854888916,-69.8155517578125,8.812936782836914
1733241088.0264351,-24.5159854888916,-69.8155517578125,8.812936782836914
1733241088.0365264,-24.5159854888916,-69.8155517578125,8.812936782836914
1733241088.046464,-24.5159854888916,-69.8155517578125,8.812936782836914
1733241088.0565329,-24.5159854888916,-69.8155517578125,8.812936782836914
1733241088.0664618,-24.5159854888916,-69.8155517578125,8.812936782836914
1733241088.076445,-24.5159854888916,-69.8155517578125,8.812936782836914
1733241088.0864916,-24.5159854888916,-69.8155517578125,8.812936782836914
1733241088.0964704,-24.5159854888916,-69.8155517578125,8.812936782836914
1733241088.1065264,-24.075918197631836,-69.81137084960938,8.794713020324707
1733241088.1164699,-24.075918197631836,-69.81137084960938,8.794713020324707
1733241088.1265597,-24.075918197631836,-69.81137084960938,8.794713020324707
1733241088.136543,-24.075918197631836,-69.81137084960938,8.794713020324707
1733241088.14655,-24.075918197631836,-69.81137084960938,8.794713020324707
1733241088.1565094,-24.075918197631836,-69.81137084960938,8.794713020324707
1733241088.1664572,-24.075918197631836,-69.81137084960938,8.794713020324707
1733241088.1765287,-24.075918197631836,-69.81137084960938,8.794713020324707
1733241088.1865077,-24.075918197631836,-69.81137084960938,8.794713020324707
1733241088.196541,-24.075918197631836,-69.81137084960938,8.794713020324707
1733241088.2065163,-24.075918197631836,-69.81137084960938,8.794713020324707
1733241088.216511,-24.075918197631836,-69.81137084960938,8.794713020324707
1733241088.2265038,-24.075918197631836,-69.81137084960938,8.794713020324707
1733241088.2364657,-23.636770248413086,-69.80767059326172,8.776025772094727
